"BGN_DATE","COUNTY","COUNTYNAME","STATE","EVTYPE","FATALITIES","INJURIES","PROPDMG","PROPDMGEXP","CROPDMG","CROPDMGEXP"
"11/14/1952 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"3/4/1954 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"8/5/1954 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"6/13/1955 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"6/13/1955 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"7/31/1955 0:00:00",17,"NAVAJO","AZ","HAIL",0,0,0,0,0,0
"7/12/1956 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0,3,0,0
"7/25/1956 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.25,3,0,0
"7/25/1956 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"4/29/1957 0:00:00",1,"APACHE","AZ","TORNADO",0,0,0,3,0,0
"5/6/1957 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/4/1957 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,2.5,3,0,0
"8/18/1957 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0.03,3,0,0
"8/20/1957 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0.03,3,0,0
"8/29/1957 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"3/11/1958 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,2.5,3,0,0
"3/12/1958 0:00:00",9,"GRAHAM","AZ","HAIL",0,0,0,0,0,0
"5/11/1958 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.03,3,0,0
"7/24/1958 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,2.5,3,0,0
"9/24/1958 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.03,3,0,0
"8/17/1959 0:00:00",27,"YUMA","AZ","TORNADO",0,1,250,3,0,0
"11/2/1959 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,25,3,0,0
"6/10/1960 0:00:00",17,"NAVAJO","AZ","TORNADO",0,0,0,3,0,0
"8/15/1960 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/8/1960 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"7/22/1961 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"7/27/1961 0:00:00",19,"PIMA","AZ","TORNADO",0,1,250,3,0,0
"8/13/1961 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"8/23/1961 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"9/8/1961 0:00:00",13,"MARICOPA","AZ","TORNADO",0,2,250,3,0,0
"6/28/1962 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/26/1962 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"7/26/1962 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0.25,3,0,0
"10/17/1962 0:00:00",17,"NAVAJO","AZ","TORNADO",0,0,2.5,3,0,0
"10/17/1962 0:00:00",17,"NAVAJO","AZ","HAIL",0,0,0,0,0,0
"10/17/1962 0:00:00",1,"APACHE","AZ","TORNADO",0,0,0,3,0,0
"7/10/1963 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0,3,0,0
"11/1/1963 0:00:00",27,"YUMA","AZ","HAIL",0,0,0,0,0,0
"4/28/1964 0:00:00",27,"YUMA","AZ","HAIL",0,0,0,0,0,0
"8/27/1964 0:00:00",19,"PIMA","AZ","TORNADO",2,9,25,3,0,0
"9/14/1964 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/14/1964 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/15/1964 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"9/2/1965 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"9/2/1965 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/28/1966 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,25,3,0,0
"7/30/1966 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"8/6/1966 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"8/9/1966 0:00:00",7,"GILA","AZ","TORNADO",0,9,25,3,0,0
"8/29/1966 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"8/31/1966 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0,3,0,0
"9/13/1966 0:00:00",27,"YUMA","AZ","TORNADO",0,0,2.5,3,0,0
"10/4/1966 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"7/16/1967 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"7/29/1967 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"8/5/1967 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"8/8/1967 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"8/14/1967 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"8/16/1967 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"12/19/1967 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"4/18/1968 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"7/4/1968 0:00:00",13,"MARICOPA","AZ","TORNADO",0,2,25,3,0,0
"7/20/1968 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"7/20/1968 0:00:00",13,"MARICOPA","AZ","TORNADO",0,3,25,3,0,0
"7/29/1968 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"10/3/1968 0:00:00",13,"MARICOPA","AZ","TORNADO",0,3,250,3,0,0
"11/1/1968 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"2/22/1969 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"8/1/1969 0:00:00",13,"MARICOPA","AZ","TORNADO",0,2,25,3,0,0
"8/1/1969 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"8/16/1969 0:00:00",19,"PIMA","AZ","TORNADO",0,0,250,3,0,0
"7/19/1970 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"7/21/1970 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"8/8/1970 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"8/12/1970 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"8/15/1970 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"9/5/1970 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"7/16/1971 0:00:00",3,"COCHISE","AZ","TORNADO",0,2,25,3,0,0
"7/17/1971 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,25,3,0,0
"7/22/1971 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/12/1971 0:00:00",17,"NAVAJO","AZ","HAIL",0,0,0,0,0,0
"8/30/1971 0:00:00",13,"MARICOPA","AZ","TORNADO",0,41,2.5,6,0,0
"9/1/1971 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"9/1/1971 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/1/1971 0:00:00",21,"PINAL","AZ","TORNADO",0,0,250,3,0,0
"9/14/1971 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"9/17/1971 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"10/18/1971 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"6/13/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"6/21/1972 0:00:00",21,"PINAL","AZ","TORNADO",0,8,2.5,6,0,0
"6/21/1972 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"6/21/1972 0:00:00",21,"PINAL","AZ","TORNADO",0,5,250,3,0,0
"6/21/1972 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"6/21/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"6/21/1972 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"6/21/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,3,25,6,0,0
"6/22/1972 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"7/23/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.03,3,0,0
"8/8/1972 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"8/8/1972 0:00:00",15,"MOHAVE","AZ","TORNADO",0,0,0.03,3,0,0
"8/10/1972 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0.03,3,0,0
"8/11/1972 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"8/11/1972 0:00:00",25,"YAVAPAI","AZ","HAIL",0,0,0,0,0,0
"8/12/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.03,3,0,0
"9/9/1972 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0.03,3,0,0
"9/10/1972 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/10/1972 0:00:00",13,"MARICOPA","AZ","TORNADO",0,1,2.5,6,0,0
"9/18/1972 0:00:00",15,"MOHAVE","AZ","TORNADO",0,1,250,3,0,0
"9/18/1972 0:00:00",27,"YUMA","AZ","TORNADO",0,0,25,3,0,0
"10/4/1972 0:00:00",27,"YUMA","AZ","TORNADO",0,0,0.03,3,0,0
"10/18/1972 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"11/19/1972 0:00:00",15,"MOHAVE","AZ","HAIL",0,0,0,0,0,0
"4/20/1973 0:00:00",17,"NAVAJO","AZ","TORNADO",0,0,0,3,0,0
"5/31/1973 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"8/2/1973 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"8/2/1973 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"6/17/1974 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"6/23/1974 0:00:00",19,"PIMA","AZ","TORNADO",1,40,250,3,0,0
"6/23/1974 0:00:00",19,"PIMA","AZ","TORNADO",0,0,2.5,3,0,0
"6/24/1974 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0,3,0,0
"7/1/1974 0:00:00",23,"SANTA CRUZ","AZ","HAIL",0,0,0,0,0,0
"7/25/1974 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"8/6/1974 0:00:00",15,"MOHAVE","AZ","TORNADO",0,0,0,3,0,0
"8/24/1974 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,2.5,3,0,0
"9/13/1974 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/15/1974 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"9/21/1974 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/8/1974 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"10/23/1974 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"10/23/1974 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"10/27/1974 0:00:00",1,"APACHE","AZ","TORNADO",0,0,0,3,0,0
"12/23/1975 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"5/4/1976 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"5/4/1976 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"5/4/1976 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"7/6/1976 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"7/28/1976 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"8/12/1976 0:00:00",15,"MOHAVE","AZ","TORNADO",0,0,2.5,3,0,0
"9/25/1976 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"3/25/1977 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"7/19/1977 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"2/10/1978 0:00:00",27,"YUMA","AZ","TORNADO",0,0,0,3,0,0
"2/10/1978 0:00:00",27,"YUMA","AZ","TORNADO",0,0,0,3,0,0
"7/13/1978 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"7/26/1978 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"8/1/1978 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/21/1978 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"1/25/1979 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"3/14/1979 0:00:00",15,"MOHAVE","AZ","TORNADO",0,3,25,3,0,0
"8/13/1979 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/14/1979 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/14/1979 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"8/14/1979 0:00:00",1,"APACHE","AZ","TORNADO",0,0,0,3,0,0
"8/15/1979 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/15/1979 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/15/1979 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/15/1979 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/28/1979 0:00:00",27,"YUMA","AZ","TORNADO",0,0,0,3,0,0
"5/1/1980 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"5/1/1980 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"7/19/1980 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"7/8/1981 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/16/1981 0:00:00",15,"MOHAVE","AZ","HAIL",0,0,0,0,0,0
"8/12/1981 0:00:00",27,"YUMA","AZ","HAIL",0,0,0,0,0,0
"9/5/1981 0:00:00",21,"PINAL","AZ","TORNADO",0,0,250,3,0,0
"9/5/1981 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,250,3,0,0
"9/5/1981 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,250,3,0,0
"9/6/1981 0:00:00",15,"MOHAVE","AZ","HAIL",0,0,0,0,0,0
"10/1/1981 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/2/1981 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/2/1981 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"3/12/1982 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"5/4/1982 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"5/4/1982 0:00:00",21,"PINAL","AZ","HAIL",0,0,0,0,0,0
"7/22/1982 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"7/22/1982 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/2/1982 0:00:00",15,"MOHAVE","AZ","HAIL",0,0,0,0,0,0
"8/12/1982 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.03,3,0,0
"8/16/1982 0:00:00",9,"GRAHAM","AZ","HAIL",0,0,0,0,0,0
"8/25/1982 0:00:00",17,"NAVAJO","AZ","HAIL",0,0,0,0,0,0
"9/6/1982 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"9/11/1982 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/11/1982 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"7/31/1983 0:00:00",27,"YUMA","AZ","TORNADO",0,0,2.5,3,0,0
"8/6/1983 0:00:00",15,"MOHAVE","AZ","TORNADO",0,0,25,3,0,0
"8/7/1983 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/8/1983 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"8/16/1983 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,250,3,0,0
"9/28/1983 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/29/1983 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/29/1983 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/29/1983 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/29/1983 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/19/1983 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"12/27/1983 0:00:00",15,"MOHAVE","AZ","TORNADO",0,0,250,3,0,0
"7/16/1984 0:00:00",19,"PIMA","AZ","TORNADO",0,0,25,3,0,0
"7/16/1984 0:00:00",19,"PIMA","AZ","TORNADO",0,0,0,3,0,0
"7/20/1984 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"7/22/1984 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"7/31/1984 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/9/1984 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,250,3,0,0
"8/17/1984 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/17/1984 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"8/22/1984 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/1/1984 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"10/2/1984 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"3/15/1985 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"3/15/1985 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"3/15/1985 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"7/6/1985 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"7/14/1985 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/14/1985 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/17/1985 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"9/19/1985 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"9/19/1985 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"7/14/1986 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"7/14/1986 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"7/16/1986 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"7/20/1986 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"7/20/1986 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"10/5/1986 0:00:00",9,"GRAHAM","AZ","HAIL",0,0,0,0,0,0
"10/10/1986 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"10/10/1986 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/10/1986 0:00:00",7,"GILA","AZ","HAIL",0,0,0,0,0,0
"10/11/1986 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"11/18/1986 0:00:00",21,"PINAL","AZ","TORNADO",0,0,0,3,0,0
"11/18/1986 0:00:00",21,"PINAL","AZ","TORNADO",0,0,250,3,0,0
"8/7/1987 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/12/1987 0:00:00",5,"COCONINO","AZ","HAIL",0,0,0,0,0,0
"8/25/1987 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/29/1987 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.25,3,0,0
"9/22/1987 0:00:00",27,"YUMA","AZ","TORNADO",0,0,0,3,0,0
"9/22/1987 0:00:00",27,"YUMA","AZ","TORNADO",0,0,2.5,3,0,0
"10/29/1987 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/29/1987 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"11/1/1987 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"11/1/1987 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"11/1/1987 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"11/1/1987 0:00:00",9,"GRAHAM","AZ","HAIL",0,0,0,0,0,0
"7/20/1988 0:00:00",21,"PINAL","AZ","TORNADO",0,0,25,3,0,0
"10/14/1988 0:00:00",13,"MARICOPA","AZ","HAIL",0,3,0,0,0,0
"10/16/1988 0:00:00",3,"COCHISE","AZ","HAIL",0,1,0,0,0,0
"1/4/1989 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"7/16/1990 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,0,3,0,0
"7/19/1990 0:00:00",1,"APACHE","AZ","HAIL",0,0,0,0,0,0
"7/21/1990 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,2.5,3,0,0
"7/25/1990 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"8/11/1990 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"8/16/1990 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/20/1990 0:00:00",11,"GREENLEE","AZ","HAIL",0,0,0,0,0,0
"9/3/1990 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"9/14/1990 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"9/18/1990 0:00:00",19,"PIMA","AZ","HAIL",0,0,0,0,0,0
"10/1/1990 0:00:00",27,"YUMA","AZ","HAIL",0,0,0,0,0,0
"8/3/1991 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"8/24/1991 0:00:00",19,"PIMA","AZ","TORNADO",0,2,250,3,0,0
"9/2/1991 0:00:00",25,"YAVAPAI","AZ","TORNADO",0,0,0,3,0,0
"9/3/1991 0:00:00",3,"COCHISE","AZ","HAIL",0,0,0,0,0,0
"9/12/1991 0:00:00",9,"GRAHAM","AZ","HAIL",0,0,0,0,0,0
"9/22/1991 0:00:00",15,"MOHAVE","AZ","HAIL",0,0,0,0,0,0
"9/22/1991 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"10/21/1991 0:00:00",27,"YUMA","AZ","HAIL",0,0,0,0,0,0
"12/19/1991 0:00:00",13,"MARICOPA","AZ","HAIL",0,0,0,0,0,0
"1/6/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"1/6/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"2/13/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,2.5,3,0,0
"2/13/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0,3,0,0
"2/13/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"5/23/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,0.25,3,0,0
"5/23/1992 0:00:00",13,"MARICOPA","AZ","TORNADO",0,0,25,3,0,0
"7/6/1992 0:00:00",19,"PIMA","AZ","TORNADO",0,1,2.5,6,0,0
"8/17/1992 0:00:00",3,"COCHISE","AZ","TORNADO",0,0,25,3,0,0
"8/31/1992 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"10/24/1992 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,25,3,0,0
"10/24/1992 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"10/24/1992 0:00:00",5,"COCONINO","AZ","TORNADO",0,0,0,3,0,0
"1/11/1951 0:00:00",85,"SANTA CLARA","CA","TORNADO",0,0,2.5,6,0,0
"12/20/1952 0:00:00",37,"LOS ANGELES","CA","TORNADO",0,0,0,3,0,0
"4/27/1953 0:00:00",99,"STANISLAUS","CA","TORNADO",0,0,2.5,3,0,0
"5/19/1953 0:00:00",21,"GLENN","CA","TORNADO",0,0,2.5,3,0,0
"6/25/1954 0:00:00",71,"SAN BERNARDINO","CA","TORNADO",0,0,0.25,3,0,0
"1/18/1955 0:00:00",37,"LOS ANGELES","CA","TORNADO",0,0,2.5,3,0,0
"4/6/1955 0:00:00",65,"RIVERSIDE","CA","TORNADO",0,0,0,3,0,0
"4/18/1955 0:00:00",47,"MERCED","CA","TORNADO",0,0,0,3,0,0
"4/13/1956 0:00:00",73,"SAN DIEGO","CA","TORNADO",0,1,25,3,0,0
"5/9/1956 0:00:00",37,"LOS ANGELES","CA","TORNADO",0,1,25,3,0,0
"5/13/1957 0:00:00",19,"FRESNO","CA","HAIL",0,0,0,0,0,0
"5/19/1957 0:00:00",19,"FRESNO","CA","TORNADO",0,0,0.03,3,0,0
"9/30/1957 0:00:00",35,"LASSEN","CA","HAIL",0,0,0,0,0,0
"1/10/1958 0:00:00",15,"DEL NORTE","CA","TORNADO",0,0,0,3,0,0
"2/3/1958 0:00:00",45,"MENDOCINO","CA","TORNADO",0,0,0,3,0,0
"2/25/1958 0:00:00",73,"SAN DIEGO","CA","HAIL",0,0,0,0,0,0
"2/28/1958 0:00:00",39,"MADERA","CA","TORNADO",0,0,0,3,0,0
"3/12/1958 0:00:00",39,"MADERA","CA","TORNADO",0,0,0.25,3,0,0
"3/29/1958 0:00:00",23,"HUMBOLDT","CA","TORNADO",0,0,2.5,3,0,0
"4/1/1958 0:00:00",81,"SAN MATEO","CA","TORNADO",0,0,25,3,0,0
"4/1/1958 0:00:00",99,"STANISLAUS","CA","TORNADO",0,0,2.5,3,0,0
"4/1/1958 0:00:00",59,"ORANGE","CA","TORNADO",0,0,0.25,3,0,0
"5/22/1958 0:00:00",35,"LASSEN","CA","HAIL",0,0,0,0,0,0
"5/22/1958 0:00:00",93,"SISKIYOU","CA","TORNADO",0,0,0,3,0,0
"6/1/1958 0:00:00",97,"SONOMA","CA","TORNADO",0,0,25,3,0,0
"7/19/1958 0:00:00",35,"LASSEN","CA","HAIL",0,0,0,0,0,0
"7/19/1958 0:00:00",35,"LASSEN","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",93,"SISKIYOU","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",93,"SISKIYOU","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",49,"MODOC","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",49,"MODOC","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",49,"MODOC","CA","HAIL",0,0,0,0,0,0
"7/23/1958 0:00:00",49,"MODOC","CA","HAIL",0,0,0,0,0,0
